Model Outputs
250
,,salto:LAbsAnkleAngle,,,salto:LAnkleAngles,,,salto:LAnkleForce,,,salto:LAnkleMoment,,,salto:LAnklePower,,,salto:LFE,,,,,,,,,salto:LFO,,,,,,,,,salto:LFootProgressAngles,,,salto:LGroundReactionForce,,,salto:LGroundReactionMoment,,,salto:LHipAngles,,,salto:LHipForce,,,salto:LHipMoment,,,salto:LHipPower,,,salto:LKneeAngles,,,salto:LKneeForce,,,salto:LKneeMoment,,,salto:LKneePower,,,salto:LNormalisedGRF,,,salto:LPelvisAngles,,,salto:LTI,,,,,,,,,salto:LTO,,,,,,,,,salto:PEL,,,,,,,,,salto:RAbsAnkleAngle,,,salto:RAnkleAngles,,,salto:RAnkleForce,,,salto:RAnkleMoment,,,salto:RAnklePower,,,salto:RFE,,,,,,,,,salto:RFO,,,,,,,,,salto:RFootProgressAngles,,,salto:RHipAngles,,,salto:RHipForce,,,salto:RHipMoment,,,salto:RHipPower,,,salto:RKneeAngles,,,salto:RKneeForce,,,salto:RKneeMoment,,,salto:RKneePower,,,salto:RPelvisAngles,,,salto:RTI,,,,,,,,,salto:RTO,,,,,,,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ
1894,0,28.9381,0,0,31.829,5.03435,-23.4156,13.776,2.10162,0.921773,1511.8,242.458,375.998,0,0,-0.71891,24.849,-42.0382,93.5729,456.07,600.66,455.844,396.762,396.762,396.762,76.4325,-65.6999,86.4674,449.306,532.509,80.347,209.592,209.592,209.592,-91.9397,-7.33422,-164.554,0.563493,-0.316359,14.0908,247.269,-1264.71,-166.227,64.6357,-1.80564,-15.235,-7.59246,3.23634,-9.16125,1773.65,1567.84,-536.923,0,0,-0.818444,72.4445,-6.84648,9.62768,6.53154,3.28072,-11.3416,1314.19,815.555,238.934,0,0,-1.1181,3.22487,-5.74407,143.637,-21.7001,0.330602,-170.588,-29.6402,15.3872,76.8844,500.309,392.79,100.36,394.2,394.2,394.2,76.4325,-65.6999,86.4674,430.697,599.816,78.0674,69.8641,69.8641,69.8641,-18.215,14.9786,79.6169,555.077,310.767,754.652,296.532,296.532,296.532,30.8799,0,0,30.93,0.056707,-3.06242,-0.141657,-0.0171291,-0.0010481,-17.3151,-1.6146e-15,4.45095,0,0,0.00477078,25.6033,-57.4501,106.989,741.605,590.792,536.252,380.815,380.815,380.815,42.5165,-65.5163,51.5825,696.664,480.911,227.682,216.518,216.518,216.518,-106.762,-9.99618,-154.37,74.6802,3.09659,31.9782,1.25183,-0.921645,1.04689,-252.118,217.864,1.9953,0,0,0.0806722,100.719,48.1864,-3.3449,-0.396177,-0.0181326,0.509588,-43.6837,6.39642,4.27095,0,0,0.062765,-21.7001,-0.330602,170.588,-23.4634,42.508,63.2686,619.854,357.633,281.863,345.989,345.989,345.989,42.5165,-65.5163,51.5825,727.883,543.215,208.916,72.1727,72.1727,72.1727
1895,0,29.0503,0,0,31.9777,5.06177,-23.5018,13.8072,2.10406,0.94023,1525.84,246.481,378.639,0,0,-0.707746,24.8541,-42.1183,93.7178,456.228,601.782,455.43,396.805,396.805,396.805,76.42,-65.6564,86.533,449.308,532.468,80.3224,209.592,209.592,209.592,-91.9889,-7.36116,-164.514,0.560875,-0.320789,14.1227,259.47,-1268.78,-167.323,64.6996,-1.80645,-15.3441,-7.61736,3.2654,-9.17139,1772.03,1574.02,-536.865,0,0,-0.779506,72.6592,-6.99349,9.72326,6.58057,3.30104,-11.348,1324.15,817.178,239.29,0,0,-1.04892,3.27002,-5.71738,143.962,-21.7203,0.357627,-170.63,-29.7807,15.4906,76.7941,500.401,392.802,100.46,394.308,394.308,394.308,76.42,-65.6564,86.5331,430.653,599.758,77.9855,69.8641,69.8641,69.8641,-18.2468,14.9787,79.661,555.403,311.729,754.087,296.532,296.532,296.532,30.98,0,0,31.0252,0.0250574,-2.92583,-0.141177,-0.0164165,0.00112144,-17.2862,-1.58391e-15,4.56471,0,0,0.00463131,25.6257,-57.4784,106.967,741.942,591.934,535.948,380.719,380.719,380.719,42.4093,-65.4661,51.7984,697.222,480.699,228.087,216.518,216.518,216.518,-106.886,-9.87681,-154.447,74.7302,3.06488,31.9248,1.25912,-0.929264,1.04993,-254.461,220.09,2.87986,0,0,0.081243,101.113,48.0585,-3.237,-0.395198,-0.0176948,0.510566,-41.844,5.22895,4.35338,0,0,0.0574769,-21.7203,-0.357627,170.63,-23.7621,42.5969,63.1312,620.562,357.444,282.537,346.027,346.027,346.027,42.4093,-65.4661,51.7984,728.354,543.004,209.174,72.1727,72.1727,72.1727
1896,0,29.159,0,0,32.1208,5.08703,-23.5812,13.8382,2.10603,0.959196,1540.06,250.451,381.109,0,0,-0.69401,24.8521,-42.1955,93.8649,456.394,602.893,455.029,396.854,396.854,396.854,76.4104,-65.6098,86.5956,449.311,532.441,80.2961,209.592,209.592,209.592,-92.0372,-7.38374,-164.473,0.558932,-0.326227,14.1546,272.128,-1272.7,-168.432,64.7577,-1.80557,-15.4574,-7.64231,3.29571,-9.18173,1771.08,1580.78,-537.169,0,0,-0.734172,72.8634,-7.14421,9.80875,6.62849,3.32083,-11.3549,1333.54,818.874,239.526,0,0,-0.97478,3.32545,-5.69758,144.288,-21.7405,0.383699,-170.669,-29.9165,15.5942,76.7133,500.498,392.828,100.554,394.421,394.422,394.422,76.4104,-65.6098,86.5956,430.609,599.715,77.903,69.8641,69.8641,69.864,-18.2781,14.9793,79.7029,555.717,312.703,753.566,296.532,296.532,296.532,31.0751,0,0,31.1161,-0.00321825,-2.80376,-0.140835,-0.0157941,0.00310336,-17.2656,-1.52552e-15,4.6579,0,0,0.00445647,25.6543,-57.4983,106.923,742.291,593.076,535.686,380.622,380.622,380.622,42.2979,-65.4243,52.0077,697.828,480.511,228.489,216.518,216.518,216.518,-107.005,-9.75468,-154.515,74.7797,3.03124,31.8488,1.26512,-0.936668,1.05321,-256.283,222.274,3.63794,0,0,0.081608,101.485,47.9042,-3.13788,-0.394423,-0.0179688,0.511542,-40.2285,4.21518,4.41974,0,0,0.052353,-21.7405,-0.383699,170.669,-24.0533,42.6774,63.0013,621.295,357.288,283.193,346.089,346.089,346.089,42.2979,-65.4243,52.0077,728.883,542.813,209.436,72.1727,72.1727,72.1727
1897,0,29.2636,0,0,32.2573,5.10972,-23.6524,13.8682,2.10745,0.978813,1554.33,254.334,383.39,0,0,-0.677904,24.8434,-42.2686,94.0124,456.567,603.991,454.64,396.909,396.909,396.909,76.4032,-65.5602,86.6546,449.316,532.43,80.268,209.592,209.592,209.592,-92.0847,-7.40169,-164.432,0.557823,-0.332787,14.1855,285.263,-1276.37,-169.554,64.8098,-1.80316,-15.5727,-7.66597,3.32657,-9.19192,1770.39,1587.89,-537.811,0,0,-0.681352,73.0561,-7.29647,9.88294,6.6751,3.33984,-11.3614,1342.28,820.592,239.644,0,0,-0.897042,3.39233,-5.68626,144.602,-21.7606,0.409019,-170.707,-30.047,15.6981,76.6433,500.598,392.871,100.644,394.537,394.536,394.537,76.4032,-65.5602,86.6546,430.566,599.688,77.8197,69.8641,69.8641,69.8641,-18.3091,14.98,79.7428,556.02,313.689,753.089,296.532,296.532,296.532,31.1646,0,0,31.202,-0.0281199,-2.69621,-0.140622,-0.0152494,0.00487256,-17.2556,-1.44605e-15,4.72606,0,0,0.00424984,25.6892,-57.5092,106.855,742.65,594.217,535.467,380.523,380.523,380.523,42.1821,-65.3909,52.21,698.482,480.35,228.887,216.518,216.518,216.518,-107.12,-9.63017,-154.573,74.8285,2.99554,31.7497,1.26973,-0.943724,1.05666,-257.572,224.366,4.26909,0,0,0.0817591,101.836,47.7239,-3.04922,-0.393822,-0.0189355,0.512439,-38.836,3.35993,4.4663,0,0,0.0474376,-21.7606,-0.409019,170.707,-24.3364,42.7489,62.8787,622.051,357.167,283.831,346.172,346.172,346.172,42.1821,-65.3909,52.21,729.471,542.644,209.7,72.1726,72.1726,72.1727
1898,0,29.3638,0,0,32.3864,5.12947,-23.7145,13.8961,2.10827,0.999201,1568.58,258.102,385.472,0,0,-0.65967,24.8288,-42.3362,94.1584,456.746,605.071,454.261,396.968,396.968,396.968,76.3983,-65.5077,86.7094,449.323,532.438,80.238,209.592,209.592,209.592,-92.1311,-7.41479,-164.392,0.557699,-0.340573,14.2144,298.889,-1279.64,-170.685,64.8552,-1.79937,-15.6873,-7.68701,3.35722,-9.20159,1769.52,1595.15,-538.76,0,0,-0.620437,73.2366,-7.44789,9.94491,6.72017,3.35781,-11.3663,1350.31,822.287,239.65,0,0,-0.816865,3.47169,-5.685,144.897,-21.7807,0.433758,-170.742,-30.1717,15.8019,76.5848,500.699,392.932,100.728,394.65,394.65,394.65,76.3983,-65.5077,86.7094,430.525,599.68,77.7357,69.8641,69.8641,69.8641,-18.3399,14.981,79.7808,556.312,314.685,752.658,296.532,296.532,296.532,31.2479,0,0,31.2822,-0.0496708,-2.6031,-0.140528,-0.0147704,0.0064079,-17.2579,-1.35388e-15,4.76567,0,0,0.00401557,25.7302,-57.511,106.764,743.022,595.355,535.291,380.421,380.421,380.421,42.0616,-65.3658,52.4046,699.183,480.216,229.28,216.518,216.518,216.518,-107.23,-9.50366,-154.621,74.8764,2.95764,31.6273,1.27288,-0.950335,1.06018,-258.321,226.324,4.77423,0,0,0.0816875,102.162,47.5179,-2.97237,-0.393373,-0.0205674,0.513184,-37.6644,2.6659,4.49013,0,0,0.0427674,-21.7807,-0.433758,170.742,-24.6107,42.8112,62.7628,622.831,357.084,284.45,346.275,346.275,346.275,42.0616,-65.3658,52.4046,730.118,542.5,209.966,72.1727,72.1727,72.1727
1899,0,29.4593,0,0,32.5076,5.14599,-23.7663,13.9211,2.10844,1.02044,1582.69,261.729,387.348,0,0,-0.639573,24.809,-42.3971,94.3006,456.93,606.132,453.894,397.033,397.033,397.033,76.3951,-65.4527,86.7593,449.331,532.465,80.206,209.592,209.592,209.592,-92.1765,-7.42291,-164.353,0.558691,-0.349651,14.2403,313.005,-1282.42,-171.826,64.8936,-1.79429,-15.7985,-7.70423,3.38691,-9.21038,1768.11,1602.34,-539.975,0,0,-0.551293,73.404,-7.59599,9.99397,6.76348,3.37452,-11.3688,1357.56,823.908,239.556,0,0,-0.73519,3.56423,-5.69511,145.161,-21.8009,0.458056,-170.777,-30.2902,15.9058,76.5382,500.801,393.011,100.807,394.76,394.76,394.76,76.3951,-65.4527,86.7593,430.488,599.692,77.6511,69.8641,69.8641,69.864,-18.3705,14.982,79.8172,556.594,315.691,752.274,296.532,296.532,296.532,31.3244,0,0,31.3563,-0.0679116,-2.52426,-0.140543,-0.0143459,0.00769416,-17.274,-1.25729e-15,4.77423,0,0,0.00375814,25.7771,-57.5037,106.651,743.406,596.49,535.159,380.316,380.316,380.316,41.9364,-65.3491,52.5913,699.932,480.113,229.667,216.518,216.518,216.518,-107.335,-9.37553,-154.658,74.9232,2.91737,31.4817,1.27455,-0.956436,1.06371,-258.532,228.105,5.15529,0,0,0.0813829,102.464,47.2873,-2.90832,-0.393056,-0.0228277,0.513713,-36.7091,2.13382,4.48917,0,0,0.0383705,-21.8009,-0.458056,170.777,-24.8755,42.8643,62.6533,623.634,357.041,285.049,346.396,346.396,346.396,41.9364,-65.3491,52.5913,730.825,542.381,210.233,72.1727,72.1727,72.1727
1900,0,29.5498,0,0,32.6203,5.15903,-23.8073,13.9424,2.10795,1.04255,1596.56,265.195,389.015,0,0,-0.617901,24.7846,-42.4498,94.4367,457.118,607.168,453.536,397.101,397.101,397.101,76.393,-65.3958,86.8037,449.341,532.512,80.1723,209.592,209.592,209.592,-92.2207,-7.42597,-164.316,0.560891,-0.360047,14.2625,327.588,-1284.62,-172.974,64.9246,-1.78801,-15.9035,-7.71665,3.41492,-9.218,1765.83,1609.25,-541.406,0,0,-0.474238,73.5577,-7.73841,10.0297,6.8048,3.38976,-11.3679,1363.98,825.406,239.376,0,0,-0.65275,3.67021,-5.71754,145.388,-21.821,0.482021,-170.809,-30.4021,16.0095,76.5035,500.9,393.108,100.88,394.864,394.864,394.864,76.393,-65.3958,86.8038,430.454,599.725,77.566,69.8641,69.8641,69.8641,-18.401,14.9831,79.8521,556.866,316.707,751.939,296.532,296.532,296.532,31.3937,0,0,31.4238,-0.0828963,-2.45947,-0.140656,-0.0139667,0.00872343,-17.3045,-1.16107e-15,4.75041,0,0,0.00348223,25.8295,-57.4874,106.515,743.804,597.621,535.071,380.208,380.208,380.208,41.8065,-65.3406,52.7696,700.729,480.043,230.048,216.518,216.518,216.518,-107.437,-9.24618,-154.684,74.9686,2.87455,31.3135,1.27473,-0.961981,1.06719,-258.213,229.671,5.41487,0,0,0.0808333,102.741,47.0332,-2.85765,-0.392852,-0.0256704,0.513972,-35.9627,1.76245,4.46232,0,0,0.0342656,-21.821,-0.482021,170.809,-25.1304,42.908,62.5501,624.459,357.041,285.628,346.534,346.534,346.534,41.8065,-65.3406,52.7696,731.592,542.289,210.5,72.1727,72.1727,72.1727
1901,0,29.635,0,0,32.7241,5.16843,-23.8367,13.9593,2.10675,1.06547,1610.1,268.487,390.474,0,0,-0.594941,24.7563,-42.4933,94.5648,457.311,608.177,453.187,397.174,397.174,397.174,76.3914,-65.3374,86.8419,449.353,532.58,80.1369,209.592,209.592,209.592,-92.2636,-7.42394,-164.282,0.564346,-0.371734,14.2804,342.593,-1286.16,-174.126,64.9478,-1.78058,-16,-7.72352,3.44057,-9.22419,1762.46,1615.69,-542.99,0,0,-0.389985,73.6973,-7.87299,10.0521,6.84392,3.40332,-11.3631,1369.53,826.725,239.127,0,0,-0.570092,3.78933,-5.75276,145.57,-21.8412,0.50573,-170.841,-30.5069,16.113,76.4805,500.995,393.223,100.948,394.959,394.959,394.959,76.3914,-65.3374,86.8419,430.427,599.779,77.4808,69.8641,69.864,69.864,-18.4315,14.9842,79.8858,557.13,317.732,751.652,296.532,296.532,296.532,31.4557,0,0,31.4844,-0.0946901,-2.40845,-0.140853,-0.0136257,0.00949564,-17.35,-1.06637e-15,4.69411,0,0,0.00319246,25.8867,-57.4624,106.358,744.218,598.746,535.029,380.097,380.097,380.097,41.6721,-65.3402,52.9391,701.574,480.006,230.423,216.518,216.518,216.518,-107.534,-9.11604,-154.7,75.0126,2.829,31.1235,1.27346,-0.966942,1.07055,-257.382,230.987,5.55617,0,0,0.0800242,102.991,46.7571,-2.82054,-0.392741,-0.0290401,0.51391,-35.4141,1.54867,4.40951,0,0,0.0304622,-21.8412,-0.50573,170.841,-25.3748,42.9423,62.453,625.306,357.085,286.186,346.687,346.687,346.687,41.6721,-65.3402,52.9391,732.419,542.228,210.767,72.1727,72.1727,72.1727
1902,0,29.7151,0,0,32.8188,5.17406,-23.8544,13.9715,2.10485,1.0891,1623.21,271.59,391.729,0,0,-0.570971,24.7245,-42.5265,94.6829,457.508,609.157,452.847,397.25,397.25,397.25,76.3898,-65.2784,86.8732,449.367,532.67,80.1,209.592,209.592,209.592,-92.305,-7.41687,-164.252,0.569051,-0.384626,14.2935,357.952,-1287.03,-175.275,64.9629,-1.77202,-16.0857,-7.7244,3.46328,-9.22883,1757.83,1621.49,-544.656,0,0,-0.299581,73.8221,-7.99791,10.0612,6.88069,3.415,-11.354,1374.19,827.806,238.827,0,0,-0.487602,3.92076,-5.80073,145.703,-21.8615,0.529231,-170.871,-30.6044,16.2162,76.4688,501.084,393.355,101.009,395.043,395.043,395.043,76.3898,-65.2784,86.8732,430.405,599.857,77.3958,69.8641,69.8641,69.864,-18.462,14.9852,79.9182,557.386,318.764,751.417,296.532,296.532,296.532,31.5101,0,0,31.5378,-0.10337,-2.37088,-0.141123,-0.0133189,0.0100185,-17.4102,-9.74368e-16,4.6065,0,0,0.0028933,25.948,-57.429,106.181,744.648,599.863,535.031,379.984,379.984,379.984,41.5334,-65.3476,53.0995,702.465,480.004,230.792,216.518,216.518,216.518,-107.626,-8.98552,-154.704,75.055,2.78052,30.9131,1.27079,-0.971298,1.07372,-256.066,232.022,5.58279,0,0,0.0789379,103.216,46.4608,-2.79679,-0.392702,-0.0328716,0.513486,-35.0488,1.48754,4.33175,0,0,0.0269605,-21.8615,-0.529231,170.871,-25.6082,42.9674,62.3617,626.175,357.174,286.725,346.853,346.853,346.853,41.5335,-65.3476,53.0995,733.305,542.197,211.035,72.1727,72.1727,72.1727
1903,0,29.7898,0,0,32.9043,5.17589,-23.86,13.9787,2.10225,1.11323,1635.83,274.497,392.785,0,0,-0.546239,24.6898,-42.5486,94.7895,457.708,610.104,452.516,397.33,397.33,397.33,76.3874,-65.2195,86.897,449.383,532.78,80.0619,209.592,209.592,209.592,-92.3447,-7.40484,-164.227,0.574957,-0.398583,14.3016,373.575,-1287.22,-176.416,64.9696,-1.76235,-16.1587,-7.71914,3.48256,-9.23185,1751.89,1626.52,-546.322,0,0,-0.204317,73.932,-8.11172,10.0574,6.91495,3.42462,-11.3405,1377.94,828.589,238.491,0,0,-0.405529,4.06303,-5.86093,145.785,-21.8818,0.552548,-170.9,-30.6942,16.3191,76.4675,501.165,393.504,101.064,395.117,395.117,395.117,76.3874,-65.2194,86.897,430.392,599.956,77.3114,69.8641,69.8641,69.864,-18.4925,14.9863,79.9496,557.634,319.803,751.232,296.532,296.532,296.532,31.557,0,0,31.5842,-0.109026,-2.34637,-0.141449,-0.0130459,0.0103065,-17.4845,-8.88157e-16,4.48997,0,0,0.00258892,26.0124,-57.3878,105.985,745.097,600.973,535.077,379.868,379.868,379.868,41.3911,-65.3627,53.2507,703.402,480.039,231.154,216.518,216.518,216.518,-107.714,-8.85506,-154.699,75.0954,2.72892,30.6839,1.26682,-0.975027,1.07667,-254.298,232.743,5.49876,0,0,0.0775536,103.415,46.1464,-2.78585,-0.392711,-0.0370906,0.512663,-34.8491,1.57248,4.23105,0,0,0.0237527,-21.8818,-0.552548,170.9,-25.8304,42.9834,62.2763,627.066,357.309,287.243,347.031,347.031,347.031,41.391,-65.3627,53.2507,734.249,542.199,211.303,72.1727,72.1727,72.1727
1904,0,29.8594,0,0,32.9807,5.17393,-23.8537,13.981,2.09895,1.1376,1647.87,277.2,393.651,0,0,-0.520947,24.6524,-42.559,94.8834,457.913,611.017,452.195,397.412,397.412,397.412,76.3836,-65.1613,86.9125,449.402,532.911,80.0227,209.592,209.592,209.592,-92.3824,-7.38797,-164.207,0.58197,-0.413406,14.3047,389.353,-1286.75,-177.539,64.9678,-1.75157,-16.2179,-7.70787,3.49805,-9.23328,1744.66,1630.64,-547.902,0,0,-0.105646,74.0267,-8.21346,10.0416,6.94659,3.432,-11.3226,1380.81,829.009,238.137,0,0,-0.324024,4.21413,-5.93242,145.818,-21.902,0.575685,-170.929,-30.776,16.4215,76.4758,501.235,393.668,101.112,395.178,395.178,395.178,76.3836,-65.1613,86.9125,430.388,600.079,77.2283,69.8641,69.8641,69.8641,-18.523,14.9873,79.9798,557.875,320.847,751.099,296.532,296.532,296.532,31.5963,0,0,31.6234,-0.111766,-2.33447,-0.141817,-0.0128092,0.01038,-17.5717,-8.11345e-16,4.34805,0,0,0.00228312,26.0789,-57.3396,105.773,745.565,602.074,535.167,379.751,379.751,379.751,41.2455,-65.3851,53.3923,704.386,480.112,231.51,216.518,216.518,216.518,-107.797,-8.72506,-154.683,75.1338,2.67402,30.438,1.26165,-0.978104,1.07934,-252.118,233.122,5.30851,0,0,0.0758474,103.588,45.8163,-2.78686,-0.392746,-0.041615,0.51141,-34.7948,1.79545,4.11037,0,0,0.0208232,-21.902,-0.575685,170.929,-26.0408,42.9906,62.1968,627.98,357.491,287.74,347.218,347.218,347.218,41.2455,-65.3851,53.3923,735.25,542.235,211.572,72.1727,72.1727,72.1727
1905,0,29.9238,0,0,33.0481,5.16826,-23.8358,13.9787,2.09499,1.16188,1659.27,279.695,394.337,0,0,-0.495237,24.6127,-42.5573,94.964,458.122,611.893,451.883,397.498,397.498,397.498,76.3781,-65.1048,86.9195,449.423,533.062,79.9828,209.592,209.592,209.592,-92.418,-7.36643,-164.195,0.589965,-0.428851,14.3031,405.16,-1285.66,-178.635,64.9572,-1.73966,-16.2622,-7.69096,3.50952,-9.2332,1736.27,1633.79,-549.307,0,0,-0.00508918,74.1059,-8.30262,10.0144,6.97552,3.43701,-11.3007,1382.8,829.006,237.78,0,0,-0.243177,4.37157,-6.01392,145.801,-21.9223,0.598633,-170.956,-30.8497,16.5234,76.4926,501.292,393.845,101.154,395.228,395.228,395.228,76.3781,-65.1048,86.9195,430.394,600.224,77.1467,69.864,69.8641,69.864,-18.5534,14.9883,80.0092,558.11,321.896,751.019,296.532,296.532,296.532,31.6283,0,0,31.6557,-0.111717,-2.33462,-0.142207,-0.0126149,0.0102634,-17.67,-7.45884e-16,4.18524,0,0,0.0019793,26.1462,-57.2851,105.546,746.054,603.164,535.3,379.633,379.633,379.634,41.0974,-65.4147,53.5243,705.414,480.224,231.861,216.518,216.518,216.518,-107.876,-8.59588,-154.657,75.1699,2.61563,30.1777,1.25541,-0.980497,1.0817,-249.575,233.134,5.01688,0,0,0.0737923,103.735,45.4733,-2.79877,-0.392786,-0.046356,0.509703,-34.8641,2.14712,3.97345,0,0,0.0181498,-21.9223,-0.598633,170.956,-26.2393,42.9894,62.1231,628.915,357.719,288.218,347.414,347.414,347.414,41.0973,-65.4147,53.5243,736.307,542.306,211.841,72.1727,72.1727,72.1727
1906,0,29.9832,0,0,33.1068,5.15904,-23.8067,13.972,2.0904,1.18574,1669.99,281.978,394.856,0,0,-0.469178,24.5706,-42.5434,95.0308,458.336,612.733,451.582,397.586,397.586,397.586,76.3703,-65.0505,86.9174,449.446,533.231,79.9423,209.592,209.592,209.592,-92.4513,-7.34044,-164.189,0.598794,-0.444634,14.2971,420.859,-1284.03,-179.69,64.938,-1.7266,-16.2916,-7.669,3.51687,-9.2318,1726.89,1635.9,-550.449,0,0,0.0958496,74.1698,-8.37918,9.97724,7.00169,3.43952,-11.2753,1383.96,828.523,237.432,0,0,-0.163047,4.53246,-6.10392,145.74,-21.9426,0.62137,-170.982,-30.9151,16.6246,76.5168,501.336,394.034,101.188,395.267,395.267,395.267,76.3703,-65.0505,86.9174,430.411,600.39,77.0674,69.864,69.8641,69.864,-18.5838,14.9892,80.0376,558.341,322.95,750.993,296.532,296.532,296.532,31.6534,0,0,31.6813,-0.109033,-2.34616,-0.142601,-0.0124716,0.0099833,-17.7771,-6.91176e-16,4.00674,0,0,0.00168044,26.2129,-57.2252,105.307,746.566,604.244,535.474,379.517,379.517,379.517,40.9474,-65.4512,53.6467,706.486,480.375,232.206,216.518,216.518,216.518,-107.949,-8.46783,-154.622,75.2035,2.55359,29.9057,1.24828,-0.982168,1.08374,-246.722,232.753,4.62916,0,0,0.0713597,103.859,45.1202,-2.82039,-0.392812,-0.0512207,0.507522,-35.0347,2.61728,3.82463,0,0,0.0157048,-21.9426,-0.62137,170.982,-26.4256,42.9798,62.0551,629.874,357.993,288.674,347.617,347.617,347.617,40.9474,-65.4512,53.6466,737.418,542.414,212.113,72.1727,72.1727,72.1727
1907,0,30.0379,0,0,33.1572,5.14648,-23.7671,13.9615,2.08526,1.20877,1679.99,284.049,395.223,0,0,-0.442762,24.5262,-42.5173,95.0842,458.556,613.533,451.292,397.678,397.678,397.678,76.3599,-64.9991,86.9062,449.472,533.419,79.9017,209.592,209.592,209.592,-92.4819,-7.31022,-164.191,0.608299,-0.460442,14.2873,436.305,-1281.93,-180.693,64.9101,-1.71239,-16.306,-7.64274,3.52014,-9.22927,1716.75,1636.97,-551.25,0,0,0.195758,74.2184,-8.44354,9.93124,7.02505,3.43947,-11.247,1384.32,827.516,237.107,0,0,-0.0837051,4.6936,-6.20081,145.64,-21.9629,0.643872,-171.008,-30.9723,16.7251,76.5472,501.366,394.233,101.216,395.295,395.295,395.295,76.3599,-64.9991,86.9062,430.439,600.576,76.9907,69.864,69.8641,69.8641,-18.614,14.9902,80.0651,558.567,324.006,751.021,296.532,296.532,296.532,31.6717,0,0,31.7005,-0.103896,-2.36832,-0.142979,-0.0123896,0.009567,-17.8905,-6.45875e-16,3.81826,0,0,0.00138911,26.2777,-57.1608,105.058,747.103,605.313,535.69,379.401,379.401,379.401,40.7965,-65.4943,53.7593,707.601,480.567,232.546,216.518,216.518,216.518,-108.017,-8.34114,-154.579,75.2343,2.48776,29.6249,1.2404,-0.983069,1.08542,-243.616,231.958,4.15103,0,0,0.0685197,103.959,44.7601,-2.85048,-0.392808,-0.0561146,0.504855,-35.2846,3.1951,3.66862,0,0,0.0134561,-21.9629,-0.643872,171.008,-26.5997,42.9624,61.9927,630.856,358.313,289.111,347.825,347.825,347.825,40.7965,-65.4943,53.7593,738.583,542.56,212.388,72.1727,72.1727,72.1727
1908,0,30.0879,0,0,33.1997,5.13089,-23.7179,13.9479,2.07964,1.23059,1689.24,285.917,395.453,0,0,-0.415905,24.4794,-42.4793,95.1246,458.782,614.295,451.015,397.772,397.772,397.772,76.3468,-64.9511,86.8858,449.501,533.622,79.8611,209.592,209.592,209.592,-92.5099,-7.27605,-164.2,0.618323,-0.475939,14.2743,451.359,-1279.46,-181.628,64.8735,-1.69699,-16.3061,-7.61304,3.51951,-9.22585,1706.11,1637.03,-551.647,0,0,0.293379,74.2518,-8.49649,9.87792,7.04555,3.43686,-11.2167,1383.93,825.955,236.815,0,0,-0.00525309,4.85157,-6.30298,145.507,-21.9831,0.666117,-171.033,-31.0211,16.8248,76.5824,501.379,394.44,101.237,395.314,395.314,395.314,76.3468,-64.9511,86.8858,430.479,600.781,76.9172,69.8641,69.8641,69.8641,-18.6441,14.9913,80.0918,558.789,325.065,751.104,296.532,296.532,296.532,31.6839,0,0,31.7139,-0.0965195,-2.40016,-0.143319,-0.0123802,0.00904042,-18.0069,-6.10923e-16,3.62563,0,0,0.0011075,26.3391,-57.0931,104.803,747.666,606.368,535.944,379.289,379.289,379.289,40.6453,-65.544,53.8624,708.757,480.799,232.882,216.518,216.518,216.518,-108.078,-8.21594,-154.528,75.2621,2.41803,29.3384,1.23199,-0.983151,1.08676,-240.32,230.733,3.58863,0,0,0.0652428,104.036,44.3964,-2.88787,-0.392765,-0.0609446,0.501699,-35.5936,3.86949,3.51023,0,0,0.011368,-21.9831,-0.666117,171.033,-26.7617,42.9373,61.9357,631.862,358.678,289.528,348.037,348.038,348.038,40.6453,-65.544,53.8624,739.798,542.744,212.666,72.1727,72.1727,72.1727
